Show_ID,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Category,Listed_In,Description
236,Movie 235,Director B,Actor V,India,2022-09-21,2021,PG-13,105 min,TV Show,Horror,This is a description for Movie 235
237,Movie 236,Director A,Actor V,India,2021-07-22,1991,PG,166 min,Movie,Animation,This is a description for Movie 236
238,Movie 237,Director D,Actor X,France,2020-08-06,1958,TV-14,167 min,TV Show,Comedy,This is a description for Movie 237
239,Movie 238,Director E,Actor X,France,2021-06-29,1974,PG-13,39 min,TV Show,Action,This is a description for Movie 238
240,Movie 239,Director E,Actor X,United Kingdom,2015-08-27,1951,G,91 min,TV Show,Comedy,This is a description for Movie 239
241,Movie 240,Director C,Actor Z,France,2018-11-21,1968,R,119 min,Movie,Drama,This is a description for Movie 240
242,Movie 241,Director A,Actor W,United Kingdom,2021-07-12,1969,G,89 min,Movie,Animation,This is a description for Movie 241
243,Movie 242,Director A,Actor X,Canada,2015-12-07,2019,PG-13,176 min,TV Show,Documentary,This is a description for Movie 242
244,Movie 243,Director C,Actor X,France,2024-03-04,1966,R,136 min,Movie,Horror,This is a description for Movie 243
245,Movie 244,Director C,Actor Y,United States,2024-05-17,2017,PG,67 min,Movie,Thriller,This is a description for Movie 244
246,Movie 245,Director C,Actor Z,India,2023-03-13,1952,G,163 min,Movie,Documentary,This is a description for Movie 245
247,Movie 246,Director D,Actor X,United States,2017-06-10,2000,TV-14,172 min,Movie,Documentary,This is a description for Movie 246
248,Movie 247,Director A,Actor Y,Brazil,2019-01-26,1975,R,76 min,Movie,Thriller,This is a description for Movie 247
249,Movie 248,Director D,Actor V,Germany,2016-04-06,2005,R,162 min,Movie,Romance,This is a description for Movie 248
250,Movie 249,Director C,Actor X,France,2018-08-09,2013,G,107 min,Movie,Horror,This is a description for Movie 249
251,Movie 250,Director A,Actor X,India,2017-03-08,1957,PG-13,82 min,Movie,Animation,This is a description for Movie 250
252,Movie 251,Director D,Actor Y,United States,2017-01-02,1986,R,91 min,Movie,Horror,This is a description for Movie 251
253,Movie 252,Director D,Actor Z,France,2024-07-10,1976,PG,52 min,Movie,Action,This is a description for Movie 252
254,Movie 253,Director C,Actor X,France,2015-06-11,1994,G,73 min,Movie,Drama,This is a description for Movie 253
255,Movie 254,Director A,Actor V,Germany,2021-10-31,1953,PG,81 min,Movie,Thriller,This is a description for Movie 254
256,Movie 255,Director C,Actor X,Canada,2019-01-18,1986,G,75 min,Movie,Animation,This is a description for Movie 255
257,Movie 256,Director A,Actor V,Canada,2021-05-01,2020,PG,176 min,TV Show,Documentary,This is a description for Movie 256
258,Movie 257,Director E,Actor W,India,2017-10-06,1982,PG-13,113 min,TV Show,Drama,This is a description for Movie 257
259,Movie 258,Director B,Actor W,Brazil,2015-05-12,1980,G,76 min,Movie,Drama,This is a description for Movie 258
260,Movie 259,Director B,Actor V,Canada,2020-02-01,2004,TV-14,120 min,Movie,Romance,This is a description for Movie 259
261,Movie 260,Director B,Actor Z,Germany,2020-12-07,1961,PG-13,81 min,Movie,Documentary,This is a description for Movie 260
262,Movie 261,Director C,Actor X,Canada,2020-03-30,1960,PG,53 min,TV Show,Comedy,This is a description for Movie 261
263,Movie 262,Director E,Actor X,Brazil,2018-05-27,2021,G,174 min,TV Show,Drama,This is a description for Movie 262
264,Movie 263,Director A,Actor W,United States,2024-07-20,1981,PG-13,118 min,Movie,Documentary,This is a description for Movie 263
265,Movie 264,Director D,Actor V,Canada,2016-11-02,2006,PG,93 min,Movie,Horror,This is a description for Movie 264
266,Movie 265,Director A,Actor X,Germany,2016-05-19,1987,TV-MA,148 min,Movie,Drama,This is a description for Movie 265
267,Movie 266,Director D,Actor X,United Kingdom,2024-03-25,2009,TV-MA,93 min,Movie,Romance,This is a description for Movie 266
268,Movie 267,Director A,Actor Z,Germany,2020-11-26,1968,R,115 min,Movie,Romance,This is a description for Movie 267
269,Movie 268,Director E,Actor Y,Pakistan,2018-06-15,2005,TV-14,85 min,TV Show,Comedy,This is a description for Movie 268
270,Movie 269,Director D,Actor W,Pakistan,2015-10-20,1963,TV-MA,88 min,Movie,Romance,This is a description for Movie 269
271,Movie 270,Director C,Actor W,Canada,2020-07-03,1982,PG,162 min,TV Show,Animation,This is a description for Movie 270
272,Movie 271,Director A,Actor Y,United States,2023-04-24,1959,PG-13,154 min,Movie,Documentary,This is a description for Movie 271
273,Movie 272,Director A,Actor X,France,2017-04-07,2013,G,76 min,Movie,Thriller,This is a description for Movie 272
274,Movie 273,Director D,Actor Z,United States,2015-07-06,2013,PG-13,150 min,TV Show,Romance,This is a description for Movie 273
275,Movie 274,Director C,Actor Z,Germany,2017-11-25,2011,R,131 min,TV Show,Thriller,This is a description for Movie 274
276,Movie 275,Director C,Actor W,India,2021-04-22,2017,PG-13,73 min,Movie,Comedy,This is a description for Movie 275
277,Movie 276,Director E,Actor Z,United Kingdom,2018-12-29,1992,TV-MA,44 min,TV Show,Horror,This is a description for Movie 276
278,Movie 277,Director C,Actor Y,United States,2019-07-01,2008,PG-13,134 min,Movie,Action,This is a description for Movie 277
279,Movie 278,Director C,Actor X,Brazil,2017-10-28,2001,TV-MA,80 min,TV Show,Drama,This is a description for Movie 278
280,Movie 279,Director C,Actor Y,Germany,2022-08-27,1968,TV-MA,82 min,TV Show,Animation,This is a description for Movie 279
281,Movie 280,Director B,Actor V,United Kingdom,2018-04-16,1970,TV-14,63 min,Movie,Drama,This is a description for Movie 280
282,Movie 281,Director E,Actor W,Pakistan,2024-01-27,1971,R,153 min,Movie,Documentary,This is a description for Movie 281
283,Movie 282,Director A,Actor Z,Germany,2020-09-19,1958,PG,106 min,TV Show,Comedy,This is a description for Movie 282
284,Movie 283,Director D,Actor V,United Kingdom,2024-05-21,1958,TV-MA,165 min,Movie,Comedy,This is a description for Movie 283
285,Movie 284,Director A,Actor Z,Brazil,2022-09-05,2022,G,152 min,TV Show,Comedy,This is a description for Movie 284
286,Movie 285,Director E,Actor X,Canada,2020-11-30,1976,R,99 min,TV Show,Drama,This is a description for Movie 285
287,Movie 286,Director D,Actor X,Brazil,2022-09-16,1966,PG,50 min,Movie,Romance,This is a description for Movie 286
288,Movie 287,Director E,Actor X,Brazil,2023-11-12,1993,G,137 min,TV Show,Drama,This is a description for Movie 287
289,Movie 288,Director C,Actor Z,Canada,2017-05-03,1994,PG-13,137 min,Movie,Drama,This is a description for Movie 288
290,Movie 289,Director D,Actor V,Canada,2020-10-26,1957,R,164 min,Movie,Drama,This is a description for Movie 289
291,Movie 290,Director C,Actor X,Canada,2016-12-19,1967,G,119 min,TV Show,Horror,This is a description for Movie 290
292,Movie 291,Director A,Actor V,Canada,2020-01-21,1982,R,108 min,Movie,Horror,This is a description for Movie 291
293,Movie 292,Director A,Actor Z,Canada,2017-05-27,1950,R,71 min,TV Show,Romance,This is a description for Movie 292
294,Movie 293,Director D,Actor V,Brazil,2023-12-12,1955,PG-13,81 min,TV Show,Action,This is a description for Movie 293
295,Movie 294,Director D,Actor Z,India,2016-02-06,1990,PG-13,131 min,Movie,Documentary,This is a description for Movie 294
296,Movie 295,Director E,Actor Z,India,2022-11-20,2004,R,134 min,Movie,Action,This is a description for Movie 295
297,Movie 296,Director E,Actor W,Germany,2015-03-05,1954,G,108 min,TV Show,Action,This is a description for Movie 296
298,Movie 297,Director C,Actor Z,United States,2022-05-23,2008,TV-14,141 min,Movie,Drama,This is a description for Movie 297
299,Movie 298,Director D,Actor Z,India,2023-01-12,1967,TV-MA,133 min,TV Show,Animation,This is a description for Movie 298
300,Movie 299,Director A,Actor Y,Pakistan,2018-12-19,1998,PG-13,45 min,TV Show,Action,This is a description for Movie 299
301,Movie 300,Director E,Actor X,India,2023-07-11,2014,TV-14,125 min,TV Show,Drama,This is a description for Movie 300
302,Movie 301,Director E,Actor W,Brazil,2016-01-08,2003,PG-13,66 min,TV Show,Drama,This is a description for Movie 301
303,Movie 302,Director A,Actor W,Canada,2015-11-02,2010,R,175 min,TV Show,Documentary,This is a description for Movie 302
304,Movie 303,Director E,Actor W,Germany,2021-03-06,1957,TV-14,177 min,Movie,Comedy,This is a description for Movie 303
305,Movie 304,Director C,Actor Y,Canada,2021-11-19,1952,G,75 min,TV Show,Drama,This is a description for Movie 304
306,Movie 305,Director D,Actor Z,France,2017-07-20,1974,G,31 min,TV Show,Horror,This is a description for Movie 305
307,Movie 306,Director A,Actor X,France,2024-03-29,2018,PG,148 min,TV Show,Action,This is a description for Movie 306
308,Movie 307,Director D,Actor V,France,2020-06-13,2004,TV-MA,116 min,TV Show,Documentary,This is a description for Movie 307
309,Movie 308,Director E,Actor Z,Brazil,2018-11-16,1989,TV-MA,123 min,TV Show,Thriller,This is a description for Movie 308
310,Movie 309,Director E,Actor Y,Pakistan,2023-10-30,1999,PG-13,32 min,TV Show,Thriller,This is a description for Movie 309
311,Movie 310,Director A,Actor Z,India,2022-05-18,1982,TV-MA,140 min,Movie,Thriller,This is a description for Movie 310
312,Movie 311,Director C,Actor Z,Brazil,2015-12-28,1967,PG,30 min,Movie,Action,This is a description for Movie 311
313,Movie 312,Director B,Actor Y,United States,2018-07-11,2006,G,134 min,TV Show,Comedy,This is a description for Movie 312
314,Movie 313,Director A,Actor W,Germany,2024-01-01,1965,TV-14,51 min,TV Show,Romance,This is a description for Movie 313
315,Movie 314,Director B,Actor W,Canada,2022-07-31,1987,TV-14,171 min,TV Show,Animation,This is a description for Movie 314
316,Movie 315,Director B,Actor X,France,2016-12-16,1990,G,163 min,Movie,Comedy,This is a description for Movie 315
317,Movie 316,Director C,Actor X,United Kingdom,2019-07-04,1956,R,94 min,TV Show,Animation,This is a description for Movie 316
318,Movie 317,Director B,Actor W,United States,2016-06-26,2002,G,50 min,TV Show,Documentary,This is a description for Movie 317
319,Movie 318,Director B,Actor V,France,2019-03-28,2012,TV-14,33 min,TV Show,Comedy,This is a description for Movie 318
320,Movie 319,Director C,Actor Z,Pakistan,2019-07-21,1981,PG-13,160 min,TV Show,Thriller,This is a description for Movie 319
321,Movie 320,Director B,Actor V,United States,2021-02-19,1987,PG,142 min,TV Show,Comedy,This is a description for Movie 320
322,Movie 321,Director B,Actor Z,Brazil,2016-10-13,1971,G,59 min,TV Show,Documentary,This is a description for Movie 321
323,Movie 322,Director B,Actor W,India,2017-11-16,1965,R,60 min,Movie,Documentary,This is a description for Movie 322
324,Movie 323,Director A,Actor X,Canada,2017-12-05,2001,PG-13,49 min,TV Show,Thriller,This is a description for Movie 323
325,Movie 324,Director A,Actor X,Germany,2016-10-08,1978,G,83 min,TV Show,Horror,This is a description for Movie 324
326,Movie 325,Director A,Actor V,Pakistan,2020-01-27,1965,PG-13,155 min,TV Show,Action,This is a description for Movie 325
327,Movie 326,Director C,Actor X,Pakistan,2023-03-21,1966,G,44 min,TV Show,Animation,This is a description for Movie 326
328,Movie 327,Director E,Actor W,United Kingdom,2017-12-17,2013,PG-13,86 min,TV Show,Drama,This is a description for Movie 327
329,Movie 328,Director B,Actor V,United States,2023-06-12,1962,TV-MA,108 min,TV Show,Romance,This is a description for Movie 328
330,Movie 329,Director B,Actor Z,United Kingdom,2017-08-06,2021,PG-13,43 min,TV Show,Romance,This is a description for Movie 329
331,Movie 330,Director C,Actor X,India,2017-08-18,2005,TV-MA,120 min,TV Show,Thriller,This is a description for Movie 330
332,Movie 331,Director B,Actor Y,France,2020-09-27,1954,TV-14,43 min,TV Show,Horror,This is a description for Movie 331
333,Movie 332,Director A,Actor X,India,2017-03-13,1961,TV-MA,128 min,Movie,Romance,This is a description for Movie 332
334,Movie 333,Director E,Actor Z,France,2023-09-01,1990,PG-13,62 min,Movie,Comedy,This is a description for Movie 333
335,Movie 334,Director D,Actor V,United Kingdom,2022-04-08,1952,PG,30 min,Movie,Documentary,This is a description for Movie 334
336,Movie 335,Director B,Actor Z,Canada,2019-08-08,1982,PG,63 min,TV Show,Animation,This is a description for Movie 335
337,Movie 336,Director A,Actor Y,India,2019-05-27,1999,TV-14,48 min,Movie,Horror,This is a description for Movie 336
338,Movie 337,Director D,Actor W,United Kingdom,2018-11-03,2005,PG-13,33 min,Movie,Documentary,This is a description for Movie 337
339,Movie 338,Director E,Actor X,United States,2020-08-19,1958,TV-MA,106 min,Movie,Thriller,This is a description for Movie 338
340,Movie 339,Director D,Actor V,United Kingdom,2022-06-14,1999,PG,87 min,Movie,Documentary,This is a description for Movie 339
341,Movie 340,Director A,Actor W,United Kingdom,2016-12-26,1978,G,166 min,TV Show,Animation,This is a description for Movie 340
342,Movie 341,Director D,Actor Z,Brazil,2022-01-07,1988,R,132 min,Movie,Drama,This is a description for Movie 341
343,Movie 342,Director C,Actor V,India,2021-03-21,1994,PG-13,96 min,Movie,Documentary,This is a description for Movie 342
344,Movie 343,Director D,Actor W,Germany,2018-11-05,1966,G,145 min,TV Show,Documentary,This is a description for Movie 343
345,Movie 344,Director B,Actor V,Canada,2024-03-27,2005,G,177 min,Movie,Horror,This is a description for Movie 344
346,Movie 345,Director B,Actor Y,Canada,2015-07-22,1995,PG-13,149 min,TV Show,Animation,This is a description for Movie 345
347,Movie 346,Director C,Actor Y,Brazil,2017-07-30,2016,R,51 min,Movie,Comedy,This is a description for Movie 346
348,Movie 347,Director A,Actor X,France,2016-08-11,2018,PG,141 min,Movie,Action,This is a description for Movie 347
349,Movie 348,Director B,Actor X,Pakistan,2016-07-24,1963,R,104 min,Movie,Romance,This is a description for Movie 348
350,Movie 349,Director E,Actor Y,France,2023-03-24,2016,TV-14,165 min,TV Show,Comedy,This is a description for Movie 349
351,Movie 350,Director B,Actor V,Canada,2015-07-15,1972,TV-MA,172 min,Movie,Comedy,This is a description for Movie 350
352,Movie 351,Director B,Actor Y,United Kingdom,2018-09-07,2010,TV-MA,61 min,Movie,Comedy,This is a description for Movie 351
353,Movie 352,Director A,Actor X,Brazil,2016-02-22,1972,G,96 min,TV Show,Romance,This is a description for Movie 352
354,Movie 353,Director D,Actor Y,United States,2019-07-01,1976,PG,33 min,Movie,Thriller,This is a description for Movie 353
355,Movie 354,Director B,Actor Y,India,2018-09-27,2003,R,59 min,Movie,Comedy,This is a description for Movie 354
356,Movie 355,Director C,Actor V,India,2024-06-22,1959,G,42 min,Movie,Action,This is a description for Movie 355
357,Movie 356,Director D,Actor W,Germany,2015-01-09,1965,PG-13,50 min,Movie,Thriller,This is a description for Movie 356
358,Movie 357,Director E,Actor X,India,2016-06-15,1990,G,70 min,Movie,Documentary,This is a description for Movie 357
359,Movie 358,Director A,Actor V,United Kingdom,2015-05-29,2004,PG-13,150 min,TV Show,Action,This is a description for Movie 358
360,Movie 359,Director E,Actor Y,United States,2021-08-27,2010,PG-13,48 min,TV Show,Horror,This is a description for Movie 359
361,Movie 360,Director D,Actor Y,Brazil,2019-04-02,1998,TV-14,77 min,TV Show,Animation,This is a description for Movie 360
362,Movie 361,Director D,Actor W,Brazil,2017-11-01,2022,TV-14,115 min,Movie,Thriller,This is a description for Movie 361
363,Movie 362,Director D,Actor X,India,2016-04-20,2001,PG-13,92 min,Movie,Documentary,This is a description for Movie 362
364,Movie 363,Director E,Actor X,United States,2019-06-06,1951,PG,177 min,Movie,Documentary,This is a description for Movie 363
365,Movie 364,Director D,Actor Z,United States,2022-03-11,1999,TV-14,66 min,Movie,Comedy,This is a description for Movie 364
366,Movie 365,Director E,Actor X,United States,2020-06-02,1992,TV-14,60 min,Movie,Comedy,This is a description for Movie 365
367,Movie 366,Director D,Actor W,Canada,2017-12-12,1957,TV-MA,103 min,TV Show,Romance,This is a description for Movie 366
368,Movie 367,Director C,Actor Z,Canada,2015-07-25,2008,G,175 min,TV Show,Drama,This is a description for Movie 367
369,Movie 368,Director D,Actor Z,India,2023-04-22,2014,TV-MA,136 min,TV Show,Action,This is a description for Movie 368
370,Movie 369,Director E,Actor Y,United States,2023-02-10,1961,PG,132 min,Movie,Romance,This is a description for Movie 369
371,Movie 370,Director B,Actor Y,Pakistan,2017-01-14,1953,TV-14,139 min,TV Show,Romance,This is a description for Movie 370
372,Movie 371,Director D,Actor X,United States,2017-07-01,1990,TV-14,49 min,TV Show,Action,This is a description for Movie 371
373,Movie 372,Director B,Actor Z,Brazil,2015-02-23,1956,R,168 min,TV Show,Animation,This is a description for Movie 372
374,Movie 373,Director C,Actor Y,Brazil,2023-05-08,2018,PG,115 min,TV Show,Thriller,This is a description for Movie 373
375,Movie 374,Director A,Actor W,India,2019-05-23,2018,G,73 min,Movie,Horror,This is a description for Movie 374
